fractal_dimension_simulation_data_with_different_initial_condition (including mass ratio and shoving capacity)(2)
initial_condition,           mass_ratio_of_matrix_tomotile,           shoving_capacity,           number_of_cells_and_spore,ratio_of_cell_to_spore,           fractal_dimension,inner_motile_radius_when_frozen,           outer_biofilm_radius_when_frozen,motile_radius_growth,biofilm_radius_growth,inner_motile_radius_when_frozen/outer_biofilm_radius_when_frozen
1E+00,1E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+00,2E+00,1.77E+02,1.2125E+00,9.71094183792187E-01,5.69803548521301E+00,8.46284375321634E+00,1.41412503596594E-01,9.56789539814275E-01,6.73300329224139E-01
1E+00,1E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.58519192562006E+00,7.81764019044672E+00,2.85689440036423E-02,3.1158597704465E-01,7.14434508311760E-01
1E+00,1E+00,2E+00,1.77E+02,1.2125E+00,1.03262503792577E+00,5.61361547776433E+00,8.13685789025644E+00,5.69924961479176E-02,6.30803676854369E-01,6.89899658255849E-01
1E+00,1E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.61361547776433E+00,7.63221522047392E+00,5.69924961479176E-02,1.26161007071846E-01,7.35515877841788E-01
1E+00,1E+00,3E+00,1.77E+02,1.2125E+00,9.59790231159661E-01,5.80868728160518E+00,8.46284375321634E+00,2.52064299988768E-01,9.56789539814275E-01,6.86375342732467E-01
1E+00,1E+00,3E+00,1.77E+02,1.2125E+00,9.92292810096051E-01,5.8360224315595E+00,8.88486644658096E+00,2.7939944994308E-01,1.37881223317889E+00,6.56849764332168E-01
1E+00,1E+00,3E+00,1.77E+02,1.2125E+00,1.02773489562782E+00,5.69803548521301E+00,8.46284375321634E+00,1.41412503596594E-01,9.56789539814275E-01,6.73300329224139E-01
1E+00,1E+00,3E+00,1.77E+02,1.2125E+00,9.81486103904851E-01,5.72589890558072E+00,1.04336945074531E+01,1.69275923964301E-01,2.927640294051E+00,5.48789204197088E-01
1E+00,1E+00,3E+00,1.77E+02,1.2125E+00,9.95899189402463E-01,5.78122288528111E+00,9.67383618519739E+00,2.24599903664693E-01,2.16778197179532E+00,5.97614304667197E-01
1E+00,1E+00,4E+00,1.77E+02,1.2125E+00,1.2773276052254E+00,6.50655168752575E+00,1.51807890966532E+01,9.49928705909334E-01,7.67473488325112E+00,4.28604313392392E-01
1E+00,1E+00,4E+00,1.77E+02,1.2125E+00,1.06345398886431E+00,6.18038723237103E+00,9.72306722164286E+00,6.23764250754618E-01,2.21701300824079E+00,6.35641726163728E-01
1E+00,1E+00,4E+00,1.77E+02,1.2125E+00,1.12958624338739E+00,6.20608541902532E+00,1.1672044863119E+01,6.49462437408904E-01,4.16599064971692E+00,5.31705068975115E-01
1E+00,1E+00,4E+00,1.77E+02,1.2125E+00,1.27314151287756E+00,6.45744493511765E+00,1.12130461981835E+01,9.00821953501234E-01,3.70699198478143E+00,5.75886768054496E-01
1E+00,1E+00,4E+00,1.77E+02,1.2125E+00,1.06895494405731E+00,6.0765077797465E+00,1.16310662292032E+01,5.19884798130084E-01,4.12501201580113E+00,5.22437724968812E-01
1E+00,1E+00,5E+00,1.77E+02,1.2125E+00,1.09460696651349E+00,6.55529058355247E+00,1.24121708380506E+01,9.98667601936059E-01,4.90611662464857E+00,5.28134092664649E-01
1E+00,1E+00,5E+00,1.77E+02,1.2125E+00,1.29625094593482E+00,6.65169709018284E+00,1.33033941803657E+01,1.09507410856643E+00,5.79733996696362E+00,4.99999999999999E-01
1E+00,1E+00,5E+00,1.77E+02,1.2125E+00,1.1627603454356E+00,6.65169709018284E+00,1.2463355264843E+01,1.09507410856643E+00,4.95730105144094E+00,5.33700351858391E-01
1E+00,1E+00,5E+00,1.77E+02,1.2125E+00,1.08605561172613E+00,6.8636625175777E+00,1.95522421554852E+01,1.30703953596128E+00,1.20461879420831E+01,3.51042221295943E-01
1E+00,1E+00,5E+00,1.77E+02,1.2125E+00,1.18342553471537E+00,7.31273279143145E+00,1.33749824685975E+01,1.75610980981504E+00,5.86892825519543E+00,5.46747093583164E-01
1E+00,1E+00,6E+00,1.77E+02,1.2125E+00,1.23679954366138E+00,7.95887349758585E+00,1.7444318593505E+01,2.40225051596943E+00,9.93826438010292E+00,4.56244447435692E-01
1E+00,1E+00,6E+00,1.77E+02,1.2125E+00,1.12368287743853E+00,8.03846421247924E+00,2.09359192125658E+01,2.48184123086283E+00,1.34298649991637E+01,3.83955637718287E-01
1E+00,1E+00,6E+00,1.77E+02,1.2125E+00,1.14053285546273E+00,7.8784787748549E+00,1.68691742017299E+01,2.32185579323849E+00,9.36311998832781E+00,4.67034051616289E-01
1E+00,1E+00,6E+00,1.77E+02,1.2125E+00,1.1308340140489E+00,8.01864059608146E+00,1.85583214987472E+01,2.46201761446505E+00,1.10522672853451E+01,4.32077900828627E-01
1E+00,1E+00,6E+00,1.77E+02,1.2125E+00,1.19781901306899E+00,7.63221522047392E+00,1.64100628795714E+01,2.0755922388575E+00,8.90400866616932E+00,4.65093599974875E-01
1E+00,1E+00,8E+00,1.77E+02,1.2125E+00,1.14695738905638E+00,9.8854000960216E+00,2.92073705590311E+01,4.32877711440518E+00,2.17013163456291E+01,3.38455667415941E-01
1E+00,1E+00,8E+00,1.77E+02,1.2125E+00,1.3001750716435E+00,9.11476166961975E+00,1.8566895452311E+01,3.55813868800333E+00,1.10608412389089E+01,4.90914687004673E-01
1E+00,1E+00,8E+00,1.77E+02,1.2125E+00,1.20328906317704E+00,9.16699568847508E+00,2.20683965403289E+01,3.61037270685867E+00,1.45623423269268E+01,4.15390201627148E-01
1E+00,1E+00,8E+00,1.77E+02,1.2125E+00,1.25272219757882E+00,8.75857765680556E+00,2.042023386009E+01,3.20195467518914E+00,1.29141796466879E+01,4.28916618527255E-01
1E+00,1E+00,8E+00,1.77E+02,1.2125E+00,1.18646379593862E+00,9.82078894558317E+00,2.88785716717696E+01,4.26416596396675E+00,2.13725174583675E+01,3.40071837942856E-01
1E+00,1E+00,1E+01,1.77E+02,1.2125E+00,1.20069327061293E+00,1.09690991871472E+01,4.18147845242273E+01,5.41247620553076E+00,3.43087303108253E+01,2.62325857037282E-01
1E+00,1E+00,1E+01,1.77E+02,1.2125E+00,1.31318671619022E+00,1.21399125739478E+01,2.91582870895549E+01,6.58328959233135E+00,2.16522328761528E+01,4.16345189848157E-01
1E+00,1E+00,1E+01,1.77E+02,1.2125E+00,1.34513719174378E+00,1.12696781048676E+01,3.04401064170448E+01,5.7130551232512E+00,2.29340522036428E+01,3.70224661848002E-01
1E+00,1E+00,1E+01,1.77E+02,1.2125E+00,1.27739141117036E+00,1.13820966292157E+01,3.36675140855466E+01,5.82547364759926E+00,2.61614598721445E+01,3.38073568493791E-01
1E+00,1E+00,1E+01,1.77E+02,1.2125E+00,1.25664621812785E+00,1.14795597859887E+01,3.70006867568223E+01,5.9229368043723E+00,2.94946325434202E+01,3.10252613997011E-01
1E+00,1E+00,1.2E+01,1.77E+02,1.2125E+00,1.24927520270318E+00,1.33392363490846E+01,5.18440804618611E+01,7.78261336746815E+00,4.4338026248459E+01,2.57295263610617E-01
1E+00,1E+00,1.2E+01,1.77E+02,1.2125E+00,1.30769229129034E+00,1.35991927654836E+01,4.34572497372812E+01,8.04256978386722E+00,3.59511955238792E+01,3.12932660205073E-01
1E+00,1E+00,1.2E+01,1.77E+02,1.2125E+00,1.27033775343542E+00,1.36692319897603E+01,4.07468325926648E+01,8.11260900814384E+00,3.32407783792628E+01,3.35467350957262E-01
1E+00,1E+00,1.2E+01,1.77E+02,1.2125E+00,1.27266606922081E+00,1.42618377943182E+01,4.90585471598542E+01,8.70521481270176E+00,4.15524929464522E+01,2.90710561563246E-01
1E+00,1E+00,1.2E+01,1.77E+02,1.2125E+00,1.30123567447071E+00,1.33272996698714E+01,3.7842782375783E+01,7.77067668825502E+00,3.0336728162381E+01,3.52175470015123E-01
1E+00,1E+00,1.5E+01,1.77E+02,1.2125E+00,1.32826461923735E+00,1.7553460337663E+01,5.95801296635181E+01,1.19968373560466E+01,5.20740754501161E+01,2.94619371203069E-01
1E+00,1E+00,1.5E+01,1.77E+02,1.2125E+00,1.26545842580331E+00,1.71034144369744E+01,6.51974709639748E+01,1.1546791455358E+01,5.76914167505728E+01,2.62332482902979E-01
1E+00,1E+00,1.5E+01,1.77E+02,1.2125E+00,1.43403629032474E+00,1.63322896319535E+01,4.58696887680182E+01,1.07756666503371E+01,3.83636345546161E+01,3.56058435769045E-01
1E+00,1E+00,1.5E+01,1.77E+02,1.2125E+00,1.40679807277993E+00,1.7444318593505E+01,5.35118280019416E+01,1.18876956118886E+01,4.60057737885395E+01,3.25989958572749E-01
1E+00,1E+00,1.5E+01,1.77E+02,1.2125E+00,1.3939415362557E+00,1.62051120360714E+01,4.74925662972464E+01,1.0648489054455E+01,3.99865120838443E+01,3.41213652988278E-01
1E+00,2E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.58519192562006E+00,7.63221522047392E+00,2.85689440036423E-02,1.26161007071846E-01,7.31791722885043E-01
1E+00,2E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.58519192562006E+00,7.5272278921735E+00,2.85689440036423E-02,2.11736787714329E-02,7.41998516004453E-01
1E+00,2E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,2E+00,4E+00,1.77E+02,1.2125E+00,1.04654340597972E+00,5.64189583547756E+00,8.25338207302505E+00,8.52728538611478E-02,7.47327859622977E-01,6.83585927024663E-01
1E+00,2E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.58519192562006E+00,8.23407588968838E+00,2.85689440036423E-02,7.28021676286306E-01,6.78302216356113E-01
1E+00,2E+00,5E+00,1.77E+02,1.2125E+00,9.69577710119728E-01,5.75362739175159E+00,8.51907589177983E+00,1.97004410135177E-01,1.01302167837776E+00,6.75381633505970E-01
1E+00,2E+00,5E+00,1.77E+02,1.2125E+00,1.03262503792577E+00,5.61361547776433E+00,8.15639419182351E+00,5.69924961479176E-02,6.5033997842144E-01,6.88247201611685E-01
1E+00,2E+00,5E+00,1.77E+02,1.2125E+00,1.06962721911024E+00,5.67003514138694E+00,9.09728368293446E+00,1.13412159770529E-01,1.59122946953239E+00,6.23266827660143E-01
1E+00,2E+00,5E+00,1.77E+02,1.2125E+00,9.95258862928621E-01,5.80868728160518E+00,9.99746489174682E+00,2.52064299988768E-01,2.49141067834475E+00,5.81016022011781E-01
1E+00,2E+00,5E+00,1.77E+02,1.2125E+00,9.95499120621514E-01,5.80868728160518E+00,8.92062058076386E+00,2.52064299988768E-01,1.41456636736179E+00,6.51152823843988E-01
1E+00,2E+00,6E+00,1.77E+02,1.2125E+00,1.08660624884594E+00,6.12866760150094E+00,1.11418515342684E+01,5.72044619884527E-01,3.6357973208663E+00,5.50058271971344E-01
1E+00,2E+00,6E+00,1.77E+02,1.2125E+00,1.2053421663015E+00,6.12866760150094E+00,9.59122292031186E+00,5.72044619884527E-01,2.08516870690979E+00,6.38987087717659E-01
1E+00,2E+00,6E+00,1.77E+02,1.2125E+00,1.10745864798495E+00,6.15458174499869E+00,9.96557497033376E+00,5.97958763382273E-01,2.45952075693169E+00,6.17584209974848E-01
1E+00,2E+00,6E+00,1.77E+02,1.2125E+00,1.06000535093257E+00,5.67003514138694E+00,9.42382397147133E+00,1.13412159770529E-01,1.91776975806926E+00,6.01670315420979E-01
1E+00,2E+00,6E+00,1.77E+02,1.2125E+00,9.83759631763319E-01,5.75362739175159E+00,8.4440164912895E+00,1.97004410135177E-01,9.37962277887435E-01,6.81385143869247E-01
1E+00,2E+00,8E+00,1.77E+02,1.2125E+00,1.12844624898253E+00,6.84043516664088E+00,1.3398760233979E+01,1.28381218502446E+00,5.89270602057697E+00,5.10527470242632E-01
1E+00,2E+00,8E+00,1.77E+02,1.2125E+00,1.05295557793555E+00,6.72309481102998E+00,1.15624457705622E+01,1.16647182941357E+00,4.05639155716015E+00,5.81459575632940E-01
1E+00,2E+00,8E+00,1.77E+02,1.2125E+00,1.2885729074984E+00,6.50655168752575E+00,1.15899427077773E+01,9.49928705909334E-01,4.08388849437521E+00,5.61396363345231E-01
1E+00,2E+00,8E+00,1.77E+02,1.2125E+00,1.10403234738224E+00,6.90988298942671E+00,1.3398760233979E+01,1.3532600078103E+00,5.89270602057697E+00,5.15710623129398E-01
1E+00,2E+00,8E+00,1.77E+02,1.2125E+00,1.10261505969106E+00,6.8636625175777E+00,1.22573352030019E+01,1.30703953596128E+00,4.75128098959981E+00,5.59963679209552E-01
1E+00,2E+00,1E+01,1.77E+02,1.2125E+00,1.12603382677978E+00,7.79725517481017E+00,1.58375563239039E+01,2.24063219319376E+00,8.33150211050179E+00,4.92326910499547E-01
1E+00,2E+00,1E+01,1.77E+02,1.2125E+00,1.11250523154165E+00,7.48482063701911E+00,1.59477145403612E+01,1.9281976554027E+00,8.44166032695915E+00,4.69335002082975E-01
1E+00,2E+00,1E+01,1.77E+02,1.2125E+00,1.13460410505224E+00,7.00140860629515E+00,1.6195287778099E+01,1.44478562467873E+00,8.68923356469695E+00,4.32311466287324E-01
1E+00,2E+00,1E+01,1.77E+02,1.2125E+00,1.05167433645432E+00,7.75632441873962E+00,1.63322896319535E+01,2.1997014371232E+00,8.82623541855146E+00,4.74907351848859E-01
1E+00,2E+00,1E+01,1.77E+02,1.2125E+00,1.17070210009134E+00,7.91877816195193E+00,1.43064061460654E+01,2.36215518033551E+00,6.80035193266332E+00,5.53512746744561E-01
1E+00,2E+00,1.2E+01,1.77E+02,1.2125E+00,1.26839916561499E+00,8.72215929675249E+00,1.87290548233096E+01,3.16553631513608E+00,1.12230006099076E+01,4.65702053789557E-01
1E+00,2E+00,1.2E+01,1.77E+02,1.2125E+00,1.25681031351548E+00,9.50789186287878E+00,2.4121991458915E+01,3.95126888126237E+00,1.6615937245513E+01,3.94158661363959E-01
1E+00,2E+00,1.2E+01,1.77E+02,1.2125E+00,1.24822497839592E+00,9.3219418002997E+00,2.03108250077192E+01,3.76531881868329E+00,1.28047707943172E+01,4.58964212273842E-01
1E+00,2E+00,1.2E+01,1.77E+02,1.2125E+00,1.24327177558036E+00,8.93844401627775E+00,1.87799721483191E+01,3.38182103466133E+00,1.1273917934917E+01,4.75956191291678E-01
1E+00,2E+00,1.2E+01,1.77E+02,1.2125E+00,1.22848102322848E+00,9.0270333367641E+00,1.86268026225741E+01,3.47041035514769E+00,1.1120748409172E+01,4.84626026252305E-01
1E+00,2E+00,1.5E+01,1.77E+02,1.2125E+00,1.22673746944114E+00,1.11703838512401E+01,2.75067737013789E+01,5.6137608696237E+00,2.00007194879768E+01,4.06095748360344E-01
1E+00,2E+00,1.5E+01,1.77E+02,1.2125E+00,1.19915272261632E+00,1.01710723628205E+01,3.65201098452631E+01,4.61444938120413E+00,2.9014055631861E+01,2.78506072569761E-01
1E+00,2E+00,1.5E+01,1.77E+02,1.2125E+00,1.26000129286446E+00,1.17400247324093E+01,3.01933687095424E+01,6.18340175079286E+00,2.26873144961404E+01,3.88827919313917E-01
1E+00,2E+00,1.5E+01,1.77E+02,1.2125E+00,1.35981578348038E+00,1.20741843563934E+01,2.79487470326493E+01,6.51756137477703E+00,2.04426928192472E+01,4.32011651266102E-01
1E+00,2E+00,1.5E+01,1.77E+02,1.2125E+00,1.29300972140903E+00,1.16992842113964E+01,2.43322088660658E+01,6.14266122978002E+00,1.68261546526637E+01,4.80814720759383E-01
1E+00,3E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,6E+00,1.77E+02,1.2125E+00,1.03262503792577E+00,5.61361547776433E+00,8.33015937350939E+00,5.69924961479176E-02,8.24105160107321E-01,6.73890525506163E-01
1E+00,3E+00,6E+00,1.77E+02,1.2125E+00,1.04654340597972E+00,5.61361547776433E+00,7.85825158159596E+00,5.69924961479176E-02,3.5219736819389E-01,7.14359348192851E-01
1E+00,3E+00,6E+00,1.77E+02,1.2125E+00,1.03503050497019E+00,5.58519192562006E+00,7.54834217738561E+00,2.85689440036423E-02,4.2287963983541E-02,7.39922991614366E-01
1E+00,3E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,3E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.64189583547756E+00,7.73577782789505E+00,8.52728538611478E-02,2.2972361449298E-01,7.29324957489472E-01
1E+00,3E+00,8E+00,1.77E+02,1.2125E+00,9.79831095565878E-01,5.75362739175159E+00,8.46284375321634E+00,1.97004410135177E-01,9.56789539814275E-01,6.79869268479038E-01
1E+00,3E+00,8E+00,1.77E+02,1.2125E+00,9.67142193105238E-01,5.89031218137317E+00,8.53773763570233E+00,3.33689199756757E-01,1.03168342230026E+00,6.89914873554043E-01
1E+00,3E+00,8E+00,1.77E+02,1.2125E+00,9.9617454516622E-01,5.9172702727032E+00,8.79484521425256E+00,3.60647291086782E-01,1.28879100085049E+00,6.72811189799443E-01
1E+00,3E+00,8E+00,1.77E+02,1.2125E+00,9.71698788252493E-01,5.72589890558072E+00,8.57493928307692E+00,1.69275923964301E-01,1.06888506967485E+00,6.67748040721533E-01
1E+00,3E+00,8E+00,1.77E+02,1.2125E+00,9.97035984404382E-01,5.80868728160518E+00,9.37302131581521E+00,2.52064299988768E-01,1.86696710241314E+00,6.19724108789139E-01
1E+00,3E+00,1E+01,1.77E+02,1.2125E+00,1.10094332256221E+00,6.53096660140197E+00,1.13540963490907E+01,9.74343619785552E-01,3.84804213568865E+00,5.75207960246436E-01
1E+00,3E+00,1E+01,1.77E+02,1.2125E+00,1.25382514450593E+00,6.2316776324215E+00,1.04793564083587E+01,6.75054650805088E-01,2.97330219495659E+00,5.94662247335237E-01
1E+00,3E+00,1E+01,1.77E+02,1.2125E+00,1.15230689911255E+00,6.40796186924587E+00,1.09980796846468E+01,8.51338887629454E-01,3.49202547124472E+00,5.82643702626679E-01
1E+00,3E+00,1E+01,1.77E+02,1.2125E+00,1.08490808486873E+00,6.50655168752575E+00,1.24505788849959E+01,9.49928705909334E-01,4.94452467159384E+00,5.22590294606040E-01
1E+00,3E+00,1E+01,1.77E+02,1.2125E+00,1.04338220986607E+00,6.20608541902532E+00,1.02023199705802E+01,6.49462437408904E-01,2.69626575717813E+00,6.08301389970264E-01
1E+00,3E+00,1.2E+01,1.77E+02,1.2125E+00,1.13984085321115E+00,7.02410366940064E+00,1.3134837582232E+01,1.46748068778423E+00,5.62878336882995E+00,5.34768977950851E-01
1E+00,3E+00,1.2E+01,1.77E+02,1.2125E+00,1.17622492126192E+00,7.02410366940064E+00,1.45162372760185E+01,1.46748068778423E+00,7.01018306261645E+00,4.83879089039471E-01
1E+00,3E+00,1.2E+01,1.77E+02,1.2125E+00,1.08100531453796E+00,7.35613218010963E+00,1.87545307654734E+01,1.79950919849321E+00,1.12484765520713E+01,3.92232270276368E-01
1E+00,3E+00,1.2E+01,1.77E+02,1.2125E+00,1.19985616525562E+00,7.26907429501923E+00,1.42729929292222E+01,1.71245131340281E+00,6.7669387158201E+00,5.09288719686583E-01
1E+00,3E+00,1.2E+01,1.77E+02,1.2125E+00,1.15278366327327E+00,6.93287767191607E+00,1.60967154212779E+01,1.37625469029966E+00,8.59066120787583E+00,4.30701387859019E-01
1E+00,3E+00,1.5E+01,1.77E+02,1.2125E+00,1.23578056318957E+00,8.42514715711158E+00,1.6878606226063E+01,2.86852417549516E+00,9.37255201266093E+00,4.99161307768525E-01
1E+00,3E+00,1.5E+01,1.77E+02,1.2125E+00,1.20443820306837E+00,7.81764019044672E+00,1.78144591982254E+01,2.2610172088303E+00,1.03084049848234E+01,4.38836795630904E-01
1E+00,3E+00,1.5E+01,1.77E+02,1.2125E+00,1.35182736143398E+00,8.66724484131922E+00,2.01060576805453E+01,3.1106218597028E+00,1.26000034671432E+01,4.31076294469486E-01
1E+00,3E+00,1.5E+01,1.77E+02,1.2125E+00,1.19240528324612E+00,7.91877816195193E+00,1.63420315294091E+01,2.36215518033551E+00,8.83597731600701E+00,4.84565101205521E-01
