fractal_dimension_simulation_data_with_different_initial_condition (including mass ratio and shoving capacity)(2)
initial_condition,           mass_ratio_of_matrix_tomotile,           shoving_capacity,           number_of_cells_and_spore,ratio_of_cell_to_spore,           fractal_dimension,inner_motile_radius_when_frozen,           outer_biofilm_radius_when_frozen,motile_radius_growth,biofilm_radius_growth,inner_motile_radius_when_frozen/outer_biofilm_radius_when_frozen
5E+00,1E+01,8E+00,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1.2E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1.2E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1.2E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1.2E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1.2E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1.5E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1.5E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1.5E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1.5E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
5E+00,1E+01,1.5E+01,1.21E+02,2.60416666666667E-01,1.08068915083112E+00,2.82094791773878E+00,6.20608541902532E+00,0E+00,0E+00,4.54545454545454E-01
6E+00,1E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,1E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,1E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,1E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,1E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,1E+00,2E+00,1.21E+02,5.92105263157895E-01,1.32236564983141E+00,3.82651992866291E+00,6.67558117812455E+00,4.18211456326656E-02,4.69495759099226E-01,5.73211504221111E-01
6E+00,1E+00,2E+00,1.21E+02,5.92105263157895E-01,1.06678240409764E+00,3.86788891394752E+00,6.45744493511765E+00,8.31901309172842E-02,2.5135951609233E-01,5.98981323543729E-01
6E+00,1E+00,2E+00,1.21E+02,5.92105263157895E-01,1.30233472414343E+00,3.86788891394752E+00,6.40796186924587E+00,8.31901309172842E-02,2.01876450220549E-01,6.03606730637852E-01
6E+00,1E+00,2E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,1E+00,2E+00,1.21E+02,5.92105263157895E-01,1.32236564983141E+00,3.86788891394752E+00,6.8636625175777E+00,8.31901309172842E-02,6.57577098552379E-01,5.63531336810622E-01
6E+00,1E+00,3E+00,1.21E+02,5.92105263157895E-01,1.01990867888064E+00,4.14592979365603E+00,7.18096104722579E+00,3.61231010625786E-01,9.74875628200469E-01,5.77350269189626E-01
6E+00,1E+00,3E+00,1.21E+02,5.92105263157895E-01,1.01678891519223E+00,3.94932708483429E+00,7.65303985732581E+00,1.64628301804054E-01,1.44695443830049E+00,5.16046846542140E-01
6E+00,1E+00,3E+00,1.21E+02,5.92105263157895E-01,9.97007748196824E-01,3.90882009522336E+00,7.31273279143145E+00,1.24121312193119E-01,1.10664737240613E+00,5.34522483824849E-01
6E+00,1E+00,3E+00,1.21E+02,5.92105263157895E-01,9.81413490411675E-01,4.0291195310357E+00,7.48482063701911E+00,2.44420748005457E-01,1.27873521799379E+00,5.38305421923955E-01
6E+00,1E+00,3E+00,1.21E+02,5.92105263157895E-01,1.00869087329096E+00,3.98942280401433E+00,8.29185958731205E+00,2.04724020984087E-01,2.08577416828673E+00,4.81125224324689E-01
6E+00,1E+00,4E+00,1.21E+02,5.92105263157895E-01,1.04070052532455E+00,4.29673985699156E+00,8.42514715711158E+00,5.12041073961321E-01,2.21906173808626E+00,5.09989888231771E-01
6E+00,1E+00,4E+00,1.21E+02,5.92105263157895E-01,1.06507880166419E+00,4.37019372236832E+00,8.31103154258739E+00,5.85494939338076E-01,2.10494612356207E+00,5.25830482049619E-01
6E+00,1E+00,4E+00,1.21E+02,5.92105263157895E-01,1.04554804069586E+00,4.22200824564475E+00,8.63044108762739E+00,4.37309462614512E-01,2.42435566860207E+00,4.89199590470228E-01
6E+00,1E+00,4E+00,1.21E+02,5.92105263157895E-01,1.01333710732087E+00,4.44243322329048E+00,9.75574989270191E+00,6.57734440260238E-01,3.54966447367659E+00,4.55365632796078E-01
6E+00,1E+00,4E+00,1.21E+02,5.92105263157895E-01,1.0706057860675E+00,4.40646151205377E+00,9.18434101276213E+00,6.21762729023533E-01,2.97825559373681E+00,4.79779823716340E-01
6E+00,1E+00,5E+00,1.21E+02,5.92105263157895E-01,1.26667753888581E+00,5.14001172695692E+00,1.23220864998452E+01,1.35531294392668E+00,6.11600108081992E+00,4.17138098082779E-01
6E+00,1E+00,5E+00,1.21E+02,5.92105263157895E-01,1.08625859620156E+00,4.47811599108138E+00,1.02800234539138E+01,6.93417208051144E-01,4.07393803488852E+00,4.35613402163638E-01
6E+00,1E+00,5E+00,1.21E+02,5.92105263157895E-01,1.11515201173653E+00,4.85334230995512E+00,1.01240201180747E+01,1.06864352692488E+00,3.91793469904935E+00,4.79388844880929E-01
6E+00,1E+00,5E+00,1.21E+02,5.92105263157895E-01,1.15791798299459E+00,5.14001172695692E+00,1.2153015559493E+01,1.35531294392668E+00,5.94693014046768E+00,4.22941261104693E-01
6E+00,1E+00,5E+00,1.21E+02,5.92105263157895E-01,1.19042306799284E+00,4.91849075936593E+00,1.18882122064507E+01,1.13379197633569E+00,5.68212678742537E+00,4.13728378493874E-01
6E+00,1E+00,6E+00,1.21E+02,5.92105263157895E-01,1.19302446324416E+00,5.78122288528111E+00,1.33868766305466E+01,1.99652410225087E+00,7.18079121152126E+00,4.31857485867116E-01
6E+00,1E+00,6E+00,1.21E+02,5.92105263157895E-01,1.30822683358161E+00,5.86323014283504E+00,1.52956780282891E+01,2.0785313598048E+00,9.08959260926379E+00,3.83325938999964E-01
6E+00,1E+00,6E+00,1.21E+02,5.92105263157895E-01,1.07059366328199E+00,5.8360224315595E+00,1.54612652950535E+01,2.05132364852925E+00,9.25517987602821E+00,3.77460855899459E-01
6E+00,1E+00,6E+00,1.21E+02,5.92105263157895E-01,1.04452067859078E+00,5.58519192562006E+00,1.46580753570876E+01,1.80049314258982E+00,8.45198993806228E+00,3.81031737766272E-01
6E+00,1E+00,6E+00,1.21E+02,5.92105263157895E-01,1.14504367231802E+00,5.4990398423234E+00,1.30131033750515E+01,1.71434105929316E+00,6.80701795602618E+00,4.22577127364259E-01
6E+00,1E+00,8E+00,1.21E+02,5.92105263157895E-01,1.09824499579435E+00,6.8636625175777E+00,1.79302254599776E+01,3.07896373454746E+00,1.17241400409523E+01,3.82798450186709E-01
6E+00,1E+00,8E+00,1.21E+02,5.92105263157895E-01,1.20350556998999E+00,7.18096104722579E+00,1.88898221911173E+01,3.39626226419555E+00,1.2683736772092E+01,3.80149742785962E-01
6E+00,1E+00,8E+00,1.21E+02,5.92105263157895E-01,1.13699677459429E+00,6.43275098258069E+00,1.75896904285051E+01,2.64805219955045E+00,1.13836050094798E+01,3.65711438113547E-01
6E+00,1E+00,8E+00,1.21E+02,5.92105263157895E-01,1.14568896552467E+00,7.48482063701911E+00,1.9372334805353E+01,3.70012185398887E+00,1.31662493863276E+01,3.86366471167478E-01
6E+00,1E+00,8E+00,1.21E+02,5.92105263157895E-01,1.20347686435345E+00,7.35613218010963E+00,1.98591527760304E+01,3.57143339707939E+00,1.36530673570051E+01,3.70415206684362E-01
6E+00,1E+00,1E+01,1.21E+02,5.92105263157895E-01,1.25420888802414E+00,8.50037317790934E+00,2.69042130749431E+01,4.7156743948791E+00,2.06981276559178E+01,3.15949518918509E-01
6E+00,1E+00,1E+01,1.21E+02,5.92105263157895E-01,1.29785774952186E+00,8.79484521425256E+00,2.55447698497515E+01,5.01014643122232E+00,1.93386844307261E+01,3.44291425054202E-01
6E+00,1E+00,1E+01,1.21E+02,5.92105263157895E-01,1.21790128060917E+00,1.00133717671868E+01,3.6720031016797E+01,6.22867298415658E+00,3.05139455977717E+01,2.72695079222736E-01
6E+00,1E+00,1E+01,1.21E+02,5.92105263157895E-01,1.32136645592153E+00,9.0270333367641E+00,2.52880319784525E+01,5.24233455373386E+00,1.90819465594272E+01,3.56968598602528E-01
6E+00,1E+00,1E+01,1.21E+02,5.92105263157895E-01,1.26309282516617E+00,8.9917023466462E+00,2.81812555793484E+01,5.20700356361596E+00,2.19751701603231E+01,3.19066775478785E-01
6E+00,1E+00,1.2E+01,1.21E+02,5.92105263157895E-01,1.3994214084642E+00,1.11275579407835E+01,2.96024849744743E+01,7.34285915775329E+00,2.3396399555449E+01,3.75899454062002E-01
6E+00,1E+00,1.2E+01,1.21E+02,5.92105263157895E-01,1.25661779443875E+00,1.049453289192E+01,3.27667399369838E+01,6.7098341088898E+00,2.65606545179584E+01,3.20280043486256E-01
6E+00,1E+00,1.2E+01,1.21E+02,5.92105263157895E-01,1.28926895885318E+00,1.14656872011191E+01,3.49433358940016E+01,7.68098841808883E+00,2.87372504749763E+01,3.28122284486505E-01
6E+00,1E+00,1.2E+01,1.21E+02,5.92105263157895E-01,1.20702885548408E+00,9.75574989270191E+00,3.98383369697127E+01,5.97105110967167E+00,3.36322515506874E+01,2.44883462382448E-01
6E+00,1E+00,1.2E+01,1.21E+02,5.92105263157895E-01,1.27233978255915E+00,1.06898666567914E+01,4.02041988110855E+01,6.90516787376117E+00,3.39981133920602E+01,2.65889309398298E-01
6E+00,1E+00,1.5E+01,1.21E+02,5.92105263157895E-01,1.30511170788356E+00,1.21791792400657E+01,5.81142658252689E+01,8.39448045703542E+00,5.19081804062436E+01,2.09572969168786E-01
6E+00,1E+00,1.5E+01,1.21E+02,5.92105263157895E-01,1.32526797245799E+00,1.28283362583392E+01,4.58280332224791E+01,9.04363747530894E+00,3.96219478034538E+01,2.79923342903722E-01
6E+00,1E+00,1.5E+01,1.21E+02,5.92105263157895E-01,1.3518783615984E+00,1.36575837285993E+01,4.70447514462123E+01,9.8728849455691E+00,4.0838666027187E+01,2.90310466284734E-01
6E+00,1E+00,1.5E+01,1.21E+02,5.92105263157895E-01,1.38372046717473E+00,1.42171297288414E+01,4.77032218652778E+01,1.04324309458112E+01,4.14971364462525E+01,2.98032903710216E-01
6E+00,1E+00,1.5E+01,1.21E+02,5.92105263157895E-01,1.41568424053846E+00,1.38312776559672E+01,3.66896785032419E+01,1.0046578872937E+01,3.04835930842166E+01,3.76980072331380E-01
6E+00,2E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,2E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,2E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,2E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,2E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,2E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,3E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,3E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,3E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,3E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,3E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,4E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,4E+00,1.21E+02,5.92105263157895E-01,1.32236564983141E+00,3.86788891394752E+00,7.04672563994593E+00,8.31901309172842E-02,8.40640220920609E-01,5.48891657143785E-01
6E+00,2E+00,4E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,2E+00,4E+00,1.21E+02,5.92105263157895E-01,1.30233472414343E+00,3.82651992866291E+00,6.25716517287232E+00,4.18211456326656E-02,5.10797538469978E-02,6.11542099807854E-01
6E+00,2E+00,4E+00,1.21E+02,5.92105263157895E-01,1.32236564983141E+00,3.82651992866291E+00,6.25716517287232E+00,4.18211456326656E-02,5.10797538469978E-02,6.11542099807854E-01
6E+00,2E+00,5E+00,1.21E+02,5.92105263157895E-01,1.30233472414343E+00,3.82651992866291E+00,7.31273279143145E+00,4.18211456326656E-02,1.10664737240613E+00,5.23268118472284E-01
6E+00,2E+00,5E+00,1.21E+02,5.92105263157895E-01,9.59002439160243E-01,4.06842894512822E+00,7.13649646461108E+00,2.83730162097979E-01,9.30411045585766E-01,5.70087712549569E-01
6E+00,2E+00,5E+00,1.21E+02,5.92105263157895E-01,1.042624894866E+00,3.98942280401433E+00,7.04672563994593E+00,2.04724020984087E-01,8.40640220920609E-01,5.66138517072298E-01
6E+00,2E+00,5E+00,1.21E+02,5.92105263157895E-01,1.34146456027881E+00,3.90882009522336E+00,7.15876327835963E+00,1.24121312193119E-01,9.5267785933431E-01,5.46018906231948E-01
6E+00,2E+00,5E+00,1.21E+02,5.92105263157895E-01,1.00270198241527E+00,3.90882009522336E+00,6.55529058355247E+00,1.24121312193119E-01,3.49205164527155E-01,5.96284793999944E-01
6E+00,2E+00,6E+00,1.21E+02,5.92105263157895E-01,9.59002439160243E-01,4.06842894512822E+00,7.35613218010963E+00,2.83730162097979E-01,1.15004676108431E+00,5.53066318754972E-01
6E+00,2E+00,6E+00,1.21E+02,5.92105263157895E-01,1.01432361793951E+00,4.14592979365603E+00,7.65303985732581E+00,3.61231010625786E-01,1.44695443830049E+00,5.41736338885962E-01
6E+00,2E+00,6E+00,1.21E+02,5.92105263157895E-01,1.00156366535099E+00,4.06842894512822E+00,7.99876785029682E+00,2.83730162097979E-01,1.7926824312715E+00,5.08631956980380E-01
6E+00,2E+00,6E+00,1.21E+02,5.92105263157895E-01,1.03783511250754E+00,4.14592979365603E+00,7.20309040953658E+00,3.61231010625786E-01,9.97004990511263E-01,5.75576531451972E-01
6E+00,2E+00,6E+00,1.21E+02,5.92105263157895E-01,1.01681796715505E+00,4.22200824564475E+00,7.69452005197108E+00,4.37309462614512E-01,1.48843463294576E+00,5.48703261168734E-01
6E+00,2E+00,8E+00,1.21E+02,5.92105263157895E-01,1.11681574704245E+00,4.54864184146723E+00,1.05096874599474E+01,7.6394305843699E-01,4.30360204092207E+00,4.32804672717641E-01
6E+00,2E+00,8E+00,1.21E+02,5.92105263157895E-01,1.05440276492296E+00,4.65242649168128E+00,1.02023199705802E+01,8.67727708651038E-01,3.99623455155488E+00,4.56016524192262E-01
6E+00,2E+00,8E+00,1.21E+02,5.92105263157895E-01,1.05666632947169E+00,4.78730736481719E+00,1.06001598960996E+01,1.00260858178695E+00,4.39407447707427E+00,4.51625957696988E-01
6E+00,2E+00,8E+00,1.21E+02,5.92105263157895E-01,1.073039859577E+00,4.72034871941315E+00,9.73942226637543E+00,9.35649936382908E-01,3.53333684735012E+00,4.84664140265257E-01
6E+00,2E+00,8E+00,1.21E+02,5.92105263157895E-01,1.10039778662484E+00,4.54864184146723E+00,9.98153266665628E+00,7.6394305843699E-01,3.77544724763096E+00,4.55705751148033E-01
6E+00,2E+00,1E+01,1.21E+02,5.92105263157895E-01,1.18397201460534E+00,5.80868728160518E+00,1.36808703332818E+01,2.02398849857494E+00,7.47478491425644E+00,4.24584630955403E-01
6E+00,2E+00,1E+01,1.21E+02,5.92105263157895E-01,1.13391066050641E+00,5.78122288528111E+00,1.32794456565709E+01,1.99652410225087E+00,7.07336023754559E+00,4.35351221338103E-01
6E+00,2E+00,1E+01,1.21E+02,5.92105263157895E-01,1.21886070286911E+00,5.75362739175159E+00,1.16036667418426E+01,1.96892860872135E+00,5.39758132281725E+00,4.95845625331872E-01
6E+00,2E+00,1E+01,1.21E+02,5.92105263157895E-01,1.13587329414991E+00,5.38202560777306E+00,1.36342573516614E+01,1.59732682474282E+00,7.42817193263611E+00,3.94742850230653E-01
6E+00,2E+00,1E+01,1.21E+02,5.92105263157895E-01,1.06109314907219E+00,5.75362739175159E+00,1.52226672151039E+01,1.96892860872135E+00,9.0165817960786E+00,3.77964473009227E-01
6E+00,2E+00,1.2E+01,1.21E+02,5.92105263157895E-01,1.18188746762974E+00,6.84043516664088E+00,1.89738894608846E+01,3.05573638361064E+00,1.27678040418593E+01,3.60518341837223E-01
6E+00,2E+00,1.2E+01,1.21E+02,5.92105263157895E-01,1.20817132701956E+00,6.93287767191607E+00,2.05987154522556E+01,3.14817888888583E+00,1.43926300332303E+01,3.36568447094933E-01
6E+00,2E+00,1.2E+01,1.21E+02,5.92105263157895E-01,1.20939287296223E+00,7.99876785029682E+00,2.56876700784442E+01,4.21406906726657E+00,1.94815846594189E+01,3.11385494514311E-01
6E+00,2E+00,1.2E+01,1.21E+02,5.92105263157895E-01,1.16432022813247E+00,6.02389633252035E+00,1.50121084268041E+01,2.23919754949011E+00,8.80602300777882E+00,4.01269172940737E-01
6E+00,2E+00,1.2E+01,1.21E+02,5.92105263157895E-01,1.16959912148368E+00,7.26907429501923E+00,2.03421447256411E+01,3.48437551198899E+00,1.41360593066158E+01,3.57340604594983E-01
6E+00,2E+00,1.5E+01,1.21E+02,5.92105263157895E-01,1.20946821895682E+00,8.70389297451101E+00,2.87016721715591E+01,4.91919419148077E+00,2.24955867525338E+01,3.03253863485202E-01
6E+00,2E+00,1.5E+01,1.21E+02,5.92105263157895E-01,1.26513597259912E+00,8.63044108762739E+00,2.04824908150898E+01,4.84574230459715E+00,1.42764053960644E+01,4.21357010020930E-01
6E+00,2E+00,1.5E+01,1.21E+02,5.92105263157895E-01,1.20474182033071E+00,8.90276146258923E+00,3.43183125878885E+01,5.11806267955899E+00,2.81122271688632E+01,2.59417226292506E-01
6E+00,2E+00,1.5E+01,1.21E+02,5.92105263157895E-01,1.32673910783776E+00,8.368283871884E+00,1.94461344432857E+01,4.58358508885376E+00,1.32400490242604E+01,4.30331482911935E-01
6E+00,2E+00,1.5E+01,1.21E+02,5.92105263157895E-01,1.30695879028103E+00,7.83797218886822E+00,2.31248915411244E+01,4.05327340583797E+00,1.69188061220991E+01,3.38940927568438E-01
6E+00,3E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,1E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,2E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,2E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,2E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,2E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,2E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,3E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,3E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,3E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,3E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,3E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,4E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,4E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,4E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,4E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,4E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,5E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,5E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,5E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,5E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,5E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
6E+00,3E+00,6E+00,1.21E+02,5.92105263157895E-01,1.34146456027881E+00,3.86788891394752E+00,6.43275098258069E+00,8.31901309172842E-02,2.26665563555367E-01,6.01280684488085E-01
6E+00,3E+00,6E+00,1.21E+02,5.92105263157895E-01,1.34146456027881E+00,3.86788891394752E+00,6.84043516664088E+00,8.31901309172842E-02,6.3434974761556E-01,5.65444861287519E-01
6E+00,3E+00,6E+00,1.21E+02,5.92105263157895E-01,1.30233472414343E+00,3.86788891394752E+00,6.57952464247954E+00,8.31901309172842E-02,3.73439223454222E-01,5.87867532097255E-01
6E+00,3E+00,6E+00,1.21E+02,5.92105263157895E-01,1.30233472414343E+00,3.82651992866291E+00,6.74672614860586E+00,4.18211456326656E-02,5.40640729580542E-01,5.67166925762004E-01
6E+00,3E+00,6E+00,1.21E+02,5.92105263157895E-01,1.11702215618393E+00,3.78469878303024E+00,6.20608541902532E+00,0E+00,0E+00,6.09836721136306E-01
